Character,Gender,Playable,Line
Jake,Male,Playable,Thanks! (to Ustanak) Gotta be quicker than that! Ha-ha! Missed me! Gotta say… I was expecting more! Gotta be quicker than that!
Jake,Male,Playable,Good riddance.
Jake,Male,Playable,Let’s get outta here!
Sherry,Female,Playable,We finally killed him.
Jake,Male,Playable,...Piece of cake. We’re in some kind of warehouse. There’s gotta be a way to move shit in and out!
Sherry,Female,Playable,Right.
Sherry,Female,Playable,"(barely hanging on) Whoa, this is fast!"
Jake,Male,Playable,"Yeah, and there’s no goddamn steering."
Jake,Male,Playable,Christ almighty! What does it take to lose this guy!?
Sherry,Female,Playable,Come on! We have to move further up.
Jake,Male,Playable,"Jesus, take the hint!"
Sherry,Female,Playable,"Jake, keep going!"
Jake,Male,Playable,Hey! Check out the cargo! You thinking what I’m thinking?
Sherry,Female,Playable,I am now! Come on!
Jake,Male,Playable,"Take that, asshole!"
Sherry,Female,Playable,Enough already! You’re not getting him!
Jake,Male,Playable,"One more for you, you sack of shit!"
Jake,Male,Playable,"Ah, fuck."
Sherry,Female,Playable,Jake! Look! A gun!
Jake,Male,Playable,"Well, what are we waiting for?"
Jake,Male,Playable,This shit ends now!
Jake,Male,Playable,"You saved me... You know that, don’t you? Thank you."
Sherry,Female,Playable,"(offscreen) Jake Wesker’s blood sample was handed over to the UN’s leading researchers, along with 6 months worth of test results retrieved from Neo-Umbrella’s archives. With the data now in the right hands, things seem to be finally settling down. Following Jake’s rescue, BSAA officials classified his relationship to Albert Wesker as top secret, recognizing the threat it could pose to global security."
Jake,Male,Playable,“I lowered my asking price… to 50 dollars.”
Chris,Male,Playable,Another round!
Piers,Male,Playable,Hard to find a good steak around here. Not like back home.
Chris,Male,Playable,Fill her up!
Bartender,,Non-Playable,You’ve had enough.
Chris,Male,Playable,"Listen, sweetheart. You’re here to pour drinks and look pretty, so how about you shut your mouth?"
Bartender,,Non-Playable,How about you get the hell out of my bar?
Chris,Male,Playable,Nowhere to go.
Bouncer,,Non-Playable,I said the she asked you to leave!
Piers,Male,Playable,Never thought I’d find Chris Redfield wasting away in a shithole like this.
Chris,Male,Playable,Who the hell are you?
Piers,Male,Playable,Piers... Piers Nivans.
Chris,Male,Playable,Never heard o ‘ya.
Piers,Male,Playable,How ‘bout this? You heard of this?
Chris,Male,Playable,What is that?
Piers,Male,Playable,"You really don’t remember anything, do you? Bioterrorism."
Chris,Male,Playable,Bio...
Piers,Male,Playable,"You can’t hide from your past, Chris, no matter where you go or what you do."
Chris,Male,Playable,Who are you? What is this?
Piers,Male,Playable,OK… You don’t remember me? Well how about them?
Piers,Male,Playable,"Look! I said look! Those were your men! Men who died under your command! You owe it to them to remember, Chris. If you walk away now, then this was all for nothing!"
Chris,Male,Playable,Enough!
Piers,Male,Playable,"Damn it! Six months of searching for you, and this is what I find!"
Chris,Male,Playable,BSAA…
Piers,Male,Playable,Yeah. It’s where you belong. Everyone’s waiting.
Chris,Male,Playable,Everyone?
Piers,Male,Playable,"We’re taking you back, Captain. One way or another."
Radio,,Non-Playable,HQ to Alpha Team. No change to your mission. Suppress the bioterror outbreak while proceeding to point Ace of Spades.
Chris,Male,Playable,Roger that. Preparing to drop on the Eight of Clubs. We’ll make our way to the Ace of Spades and find those U.N. workers.
Radio,,Non-Playable,Echo to HQ! We’ve encountered hostiles at Diamond Three. Moving in to engage!
Radio,,Non-Playable,"HQ, copy."
Reporter,,Non-Playable,"The BSAA has arrived on the scene, Excuse me, can I get a comment please? Excuse me! Is this outbreak related to the situation back in the States? Is the BSAA involved there as well?"
Chris,Male,Playable,(sighs) Look at this. All civilians! Clear out of the way!
Radio,,Non-Playable,"Come in, HQ! Route 4 is a mix of civvies and hostiles! Got anything else?"
Chris,Male,Playable,Son of a-!
Radio,,Non-Playable,"Alpha Team. Switch course from Route 4 to Route Niner. Head to the destination through the building in the Six of Clubs. HQ to all teams. Alpha is en route to Ace of Spades. After they rendezvous with Delta, we will proceed with the operation as planned."
Radio,,Non-Playable,Bravo to HQ. We’re currently engaged with hostiles at the Four of Hearts. It’s not looking good! Requesting immediate back-up!
Radio,,Non-Playable,Copy that. HQ to Charlie - assist Bravo at the Four of Hearts.
Chris,Male,Playable,"Not while I’m around, pal."
Chris,Male,Playable,It’s healing itself!
Piers,Male,Playable,Piers to HQ! We’ve made contact with J’avo! It’s the same kind we dealt with back in Edonia!
Radio,,Non-Playable,Copy that. Proceed with extreme caution.
Piers,Male,Playable,"(to the squad) Move, move, move! Oh, shit!"
Chris,Male,Playable,We’ve got to put an and to this mess.
Radio,,Non-Playable,Alpha Team. Proceed along Route Niner. Take a back alley to get to the Ace of Spades.
Piers,Male,Playable,"Captain, you remember anything yet?"
Chris,Male,Playable,I’m still trying to wrap my head around what I’m seeing here.
Piers,Male,Playable,"You know, I figured you’d be a little rusty, but it looks like all that training’s kicking right in."
Chris,Male,Playable,Can the chatter. You ready?
Chris,Male,Playable,All clear!
Radio,,Non-Playable,Echo to HQ! We can’t hold them off. Retreating from Diamond Three.
Radio,,Non-Playable,HQ to Echo! Requesting immediate status update! What’s going on?
Radio,,Non-Playable,"We’re overwhelmed. There’s just too many of them! We’ve got no choice, we have to fall back!"
Piers,Male,Playable,Captain!
Piers,Male,Playable,Alpha to HQ. We just witnessed a J’avo mutation.
Chris,Male,Playable,Shoot it! Keep them back!
Piers,Male,Playable,All clear!
Chris,Male,Playable,You two. Stay here and tend to the wounded.
Piers,Male,Playable,(radio) HQ. Alpha Team reporting. I got four of us heading along Route Niner.
Piers,Male,Playable,Enemy sighted! Find cover!
Chris,Male,Playable,I don’t want anyone charging in! Just hunker down and pick a target!
Radio,,Non-Playable,HQ to all teams. We’ve just received reports that hostiles are gathering around Bosawan. Proceed with caution. HQ to Alpha. We’ve lost contact with the recon unit. Proceed with extreme caution.
Piers,Male,Playable,"(radio) Roger, HQ."
Piers,Male,Playable,Shit! Man down!
Radio,,Non-Playable,Bravo to HQ. Still neutralizing hostiles at Four of Hearts with Charlie team. They’ve taken heavy casualties!
Radio,,Non-Playable,"HQ, copy. Sending medics your way."
Radio,,Non-Playable,HQ to Alpha Team. That tenement building up ahead is the Ace of Spades. The U.N. staff that have been taken ’hostage are inside. Proceed with extraction.
Piers,Male,Playable,"HQ, we’ve encountered a Type 5 mutation."
Chris,Male,Playable,Wings. Great.
Radio,,Non-Playable,Charlie to HQ! We’ve regrouped and are awaiting new orders! Things aren’t going too well over at the Three of Diamonds... They need you down there!
Radio,,Non-Playable,Roger that.
Piers,Male,Playable,Captain!
Chris,Male,Playable,"I guess the muscle memory saved me there. Hey Piers, I’m taking a little fire here! I saved your ass - you wanna return the favor? I’m gonna need a hand here. Make your way back to me A.S.A.P."
Radio,,Non-Playable,We’ll radio HQ for backup. You two proceed to the Ace of Spades.
Radio,,Non-Playable,Roger.
Chris,Male,Playable,"Where the hell do they keep coming from? Piers, can I get some cover?"
Piers,Male,Playable,"No problem, Captain."
Radio,,Non-Playable,HQ to Bravo! Alpha needs to move out to Ace of Spades. Can you relieve them?
Radio,,Non-Playable,Roger. Coming in from the Four of Hearts. En route to assist.
Radio,,Non-Playable,HQ to Alpha Team. You’re almost at the Ace of Spades.
Piers,Male,Playable,"Goddammit, an RPG!"
Radio,,Non-Playable,Bravo to HQ! We’re taking some major heat over here! I don’t think we’ll make it in time to relieve Alpha!
Radio,,Non-Playable,HQ here. Copy that.
Piers,Male,Playable,Huh. Guess it’s just the two of us then.
Chris,Male,Playable,Chris to HQ. We’re at the Ace of Spades.
Radio,,Non-Playable,Copy that. Bravo Team has been dispatched to assist with search and rescue. Standby for instructions.
Piers,Male,Playable,"Good, I needed a break."
Chris,Male,Playable,Dammit!
Piers,Male,Playable,We’ve been spotted. They’re right on top of us!
Radio,,Non-Playable,"HQ to Bravo Team. Alpha Team’s surrounded by hostiles, Get to the Ace of Spades on the double."
Radio,,Non-Playable,"Alpha Team, this is Bravo! We’re moving as fast as we can. Keep your panties on everyone!"
Piers,Male,Playable,Alpha Team here. Roger that. We’ll do what we can until you get here.
Piers,Male,Playable,How many of these assholes do we have to kill!?
Chris,Male,Playable,Where the hell’s that backup!?
Bravo Team,,Non-Playable,"Hey, guys! Happy to see us? Bravo Team, weapons hot! Don’t leave any J’avo standing!"
Chris,Male,Playable,Finally!
Piers,Male,Playable,Choose your targets and let’s finish this!
Radio,,Non-Playable,"All B.O.W.s have been eliminated. Alpha Team, help Bravo Team get the civvies out of there."
Radio,,Non-Playable,"HQ to Alpha. We have your mission brief. Rescue the hostages on the first and seventh floors, then get out of the building. As soon as all teams are clear, we will commence bombing."
Piers,Male,Playable,Clear!
Radio,,Non-Playable,HQ to Alpha. The hostages are just up ahead of you. Eliminate the hostiles in there and get those people out of there.
Piers,Male,Playable,Alpha here. Roger that. We’re going in.
Piers,Male,Playable,Alpha to HQ! Seventh floor hostage rescued! Where is the other hostage?
Radio,,Non-Playable,The floor above you. You need to move quickly.
Radio,,Non-Playable,Delta Two to HQ! All hostages on the top floor are secured! I’m leaving the building now!
Piers,Male,Playable,Alpha to HQ! Eighth floor hostage secured!
Radio,,Non-Playable,Copy that.
Chris,Male,Playable,There’s one more on the first floor.
Radio,,Non-Playable,Delta One to HQ! All hostages on the fifteenth floor are secured! Leaving the building now!
Piers,Male,Playable,"OK, that just leaves us."
Chris,Male,Playable,It stopped. Now what?
Piers,Male,Playable,I can get through the ceiling if you give me a hand.
Piers,Male,Playable,Captain! You OK?
Chris,Male,Playable,"Yeah, I’m fine. Kinda getting the feeling we’re not welcome here."
Piers,Male,Playable,Come on. We can take them.
Chris,Male,Playable,I’m going in!
Piers,Male,Playable,Clear!
Radio,,Non-Playable,This is Delta One! I’m clear of the building!
Radio,,Non-Playable,HQ here. Copy that.
Radio,,Non-Playable,This is Delta Two! I’m clear of the building!
Radio,,Non-Playable,HQ here. Copy that. Alpha is still on premises. Bombing will start once they’re clear.
Chris,Male,Playable,I’m going in. Ready?
Piers,Male,Playable,First floor hostage secured.
Radio,,Non-Playable,"Copy that, Alpha. Now clear out of there."
Piers,Male,Playable,Come in HQ! All hostages are OK! Alpha Team is clear!
Piers,Male,Playable,Copy that. Commencing with bombing.
Chris,Male,Playable,"Shit, we’re trapped. What the hell do we do now?"
Piers,Male,Playable,I don’t know.
Radio,,Non-Playable,"HQ to Alpha. You can get out on the third floor. There’s a balcony on the west side of the building. Get moving! Alpha Team, get out of there now. Preparations to bomb the building are complete. Planes have been scrambled."
Piers,Male,Playable,We don’t want to be here when those birds show up.
Chris,Male,Playable,They’ve started bombing. Guess they don’t care that we’re still in here.
Piers,Male,Playable,It’s not personal. You know the mission takes priority.
Chris,Male,Playable,This building isn’t gonna last long! Hurry! Piers! Go around it!
Piers,Male,Playable,Roger!
Piers,Male,Playable,Captain?
Chris,Male,Playable,Finn...
Piers,Male,Playable,He was running recon. Alone.
Chris,Male,Playable,"Listen up! In the BSAA, our job is to rid the world of bioterrorism, and the only way we’re gonna do that is by-sticking together."
Piers,Male,Playable,Nobody’s expendable.
Chris,Male,Playable,"Exactly. Now each and every one of you may be ready to die for our cause, but it’s my job to make sure we all get through this alive."
Piers,Male,Playable,"Suck it up, Finn!"
Finn,Male,Non-Playable,"Sorry, sir."
Chris,Male,Playable,"No one gets left behind, not on my watch. Understood?"
Squad,,Non-Playable,"Yes, sir!"
Piers,Male,Playable,"Finn, give us the update."
Finn,Male,Non-Playable,"Yes, sir! The guerrillas are using a new species of B.O.W. Command is calling them “J’avo.” They are extremely intelligent, incredibly strong, and have the ability to mutate in response to physical trauma. All right, you know the drill. We split into three teams. Move out!"
Squad,,Non-Playable,"You got it! Yes, sir!"
Chris,Male,Playable,"(to Finn) You’re the rookie, huh?"
Finn,Male,Non-Playable,"Yes, sir. Finn Macauley, sir."
Chris,Male,Playable,"I know you’re nervous, Finn, but the team’s got your back. OK?"
Finn,Male,Non-Playable,"Yes, sir! I’ll give this everything I’ve got!"
Finn,Male,Non-Playable,(to Piers) Is he always this awesome?
Piers,Male,Playable,"Enemy fire! Enemy fire! Alpha Team, engage!"
Chris,Male,Playable,All troops spread out! Return fire! Come in HQ! We’re taking fire at the Two of Hearts! Engaging the enemy!
Radio,,Non-Playable,Copy that. Keep an eye out for of those powered up soldiers.
Radio,,Non-Playable,"Alpha Team, come in. Our units are spread too thin right now. I’m afraid we can’t offer you any assistance."
Chris,Male,Playable,Copy that. We’ll go it alone then.
Radio,,Non-Playable,"You’re sitting ducks out here, Alpha. Get inside that building."
Chris,Male,Playable,Are these the new species HQ was warning us about?!
Piers,Male,Playable,Bullets don’t even phase ’em... This ain’t our normal class of enemy!
Piers,Male,Playable,I didn’t know they came in extra large! How many new species are there!?
Chris,Male,Playable,"Finn! We’ve got a huge B.O.W. on our tails! I need the A.P.C.’s firepower, now!"
Finn,Male,Non-Playable,"Removing the barricade now, sir! I’ll be there as soon as I can!"
Chris,Male,Playable,Alpha to HQ. Our route’s blocked by a B.O.W.
Radio,,Non-Playable,Change course from Route One to Route Four.
Finn,Male,Non-Playable,(via radio) Those things were enormous! I didn’t know B.O.W. could get that big!
Radio,,Non-Playable,They’re giving ’em new stuff. They can make any kind of freak show they want.
Finn,Male,Non-Playable,Dammit! There all over us!
Piers,Male,Playable,Use the A.P.C. for cover! Hurry! Get behind it! Find cover! We’ll be torn apart in the open!
Finn,Male,Non-Playable,I’ll use the A.P.C. to get through that fence! I think I hit an anti-tank mine! The A.P.C.’s busted!
Piers,Male,Playable,Finn! Get over here! I need you to blow this fence!
Finn,Male,Non-Playable,I’m on it sir! Setting charges now!
Piers,Male,Playable,There’s a train car blocking the way! This route’s a no-go!
Finn,Male,Non-Playable,I’ll blow the car and clear a path! I need you to cover me till I get it set! Working as fast as I can here... Hang in there!
Piers,Male,Playable,"How much longer, Finn?"
Finn,Male,Non-Playable,Almost done! It’s ready to blow! Grab some cover!
Radio,,Non-Playable,HQ to Alpha Team. City Halls on the other side of the bridges Pick up Bravo and move in.
Chris,Male,Playable,What’s the status? Any casualties?
Radio,,Non-Playable,They’ve got a man down on the bridge.
Piers,Male,Playable,Tank on the bridge! The whole thing is blocked.
Chris,Male,Playable,"OK, people! Getting to the wounded is priority one!"
Radio,,Non-Playable,"Alpha Team! Lay down suppressing fire from the flank! All snipers, form on my mark! He’s just up ahead, but he’s hurt bad! You gotta get him out!"
Finn,Male,Non-Playable,Copy that! I’ll take point!
Finn,Male,Non-Playable,Captain! Over here!
Chris,Male,Playable,"I owe you one, Finn. How’s our injured friend?"
Finn,Male,Non-Playable,Still with us! I’m going to administer first aid!
Radio,,Non-Playable,"Alpha Team, come in! There’s an old T-42 tank moving on your position. Looks like it’s had some modifications."
Finn,Male,Non-Playable,"They’re bringing out the big guns for us. Be careful, Captain!"
Chris,Male,Playable,I’m gonna need a bigger gun.
Piers,Male,Playable,"Captain! If you draw the tank out of position, I can take care of that truck!"
Chris,Male,Playable,"Nice shooting, Piers!"
Piers,Male,Playable,(to his squad) The way is clear. We better catch up with Captain Redfield. Let’s go.
Chris,Male,Playable,I’m heading for the upper level of the bridge. Meet me up on top. Piers! I’m gonna lower the ladder. Come on up!
Chris,Male,Playable,"Enemy reinforcements are moving Finn, I need you here!"
Finn,Male,Non-Playable,(via radio) I got a Bravo here that can’t walk! Go on without me for now!
Chris,Male,Playable,No one on this team gets left behind.
Piers,Male,Playable,"We’ll hold our positions for now! I don’t care if you have to drag him, just get your butts up here!"
Finn,Male,Non-Playable,"Yes, sir! On my way!"
Piers,Male,Playable,We’ve gotta keep this bridge secure until Finn gets back.
Squad,,Non-Playable,Roger!
Piers,Male,Playable,Finn! Report your current location!
Finn,Male,Non-Playable,"I’m at the bottom of the ladder, sir! Almost there!"
Finn,Male,Non-Playable,"Here, sir!"
Piers,Male,Playable,"OK, time to get to work!"
Chris,Male,Playable,We need to cut off their reinforcements. I want you to blow the bridge.
Finn,Male,Non-Playable,"Yes, sir! I’ll get started planting the explosives!"
Piers,Male,Playable,"All right, make it quick!"
Finn,Male,Non-Playable,It’s all set to blow!
Chris,Male,Playable,"Everyone, fall back and find cover!"
Piers,Male,Playable,Captain! We’ve got a railway gun in play!
Sherry,Female,Playable,Sherry Birkin – National Security!
Chris,Male,Playable,Sherry Birkin? You were in Raccoon City.
Sherry,Female,Playable,How do you know that?
Chris,Male,Playable,Claire.
Sherry,Female,Playable,Wait... Are you Chris?
Chris,Male,Playable,My sister’s told me all about you.
Piers,Male,Playable,"Chris, that man is a wanted insurgent."
Sherry,Female,Playable,"Yes, he’s a mercenary. But right now he’s under the protection of the U.S. government. He’s no threat to the BSAA."
Jake,Male,Playable,Unless someone pays me to be.
Piers,Male,Playable,What did you just say?
Jake,Male,Playable,What?
Chris,Male,Playable,Nothing.
Radio,,Non-Playable,HQ to Alpha Team. Reinforcements are unable to land due to anti-aircraft artillery. Take ’em out!
Chris,Male,Playable,"Alpha Team, copy."
Radio,,Non-Playable,What the—!? We’re picking up a large bogey on radar. It’s heading right for you!
Chris,Male,Playable,"We’ll talk later. Right now, you need to find cover."
Radio,,Non-Playable,"Alpha Team, come in. This is Echo. Those three anti-aircraft turrets are holding us at bay."
Chris,Male,Playable,"Roger that, Echo. We’ll take care of them for you."
Finn,Male,Non-Playable,Our first target’s over here!
Sherry,Female,Playable,Chris! We’ll give you a hand!
Chris,Male,Playable,Out of the question! You need to get to safety!
Sherry,Female,Playable,"Don’t worry about me. I can handle myself, and you need the help!"
Jake,Male,Playable,Christ... My chances of survival were higher when I was a soldier of fortune.
Finn,Male,Non-Playable,"I’m setting charges on-the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! The charges are set! Everyone get back!"
Radio,,Non-Playable,Only two guns left!
Finn,Male,Non-Playable,"OK, head to the next target! I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! Just need a little more time! The charges are set! Everyone get back!"
Radio,,Non-Playable,"Good job, Alpha! One gun left! There’s another giant B.O.W. closing in on your location!"
Piers,Male,Playable,It’s the one we lost at the Two of Hearts!
Chris,Male,Playable,Alpha! Prepare to engage!
Piers,Male,Playable,Only one to go! Everyone into that underground passage!
Finn,Male,Non-Playable,"I’m setting charges on the anti-aircraft guns now, but it’s gonna take a while. See if you can buy me some time! I need you to distract that giant B.O.W.! I can’t work with that B.O.W. around! Just need a little more time! I’m setting the charges now! The charges are set! Everyone get back!"
Radio,,Non-Playable,"Good work out there, Alpha! Echo Team will be landing shortly."
Chris,Male,Playable,I already gave the pilot the coordinates.
Sherry,Female,Playable,Thank you so much for your help.
Chris,Male,Playable,(to Jake) Hey... Hey! Have we met?
Jake,Male,Playable,"You jarheads all look the same to me pal, sorry."
Piers,Male,Playable,You’ve gotta be kidding me!
Chris,Male,Playable,My mistake. Have a safe flight.
Piers,Male,Playable,"Captain, we’re crazy for letting him walk away! How many men have we lost to mercenaries like him!"
Chris,Male,Playable,He’s not our problem. We can’t lose sight of the BSAA’s mission.
Finn,Male,Non-Playable,"To fight bioterrorism, sir."
Piers,Male,Playable,"I know what we’re here for, rookie."
Chris,Male,Playable,"OK, spread out. Search this place top to bottom."
Finn,Male,Non-Playable,Are these… people?
Piers,Male,Playable,I’m picking up life-form readings. It’s like they’re in cocoons.
Finn,Male,Non-Playable,Who’s there!? Over here! I’m getting a reading on the other side of this door!
Chris,Male,Playable,"Piers, Finn - you’re with me. Everyone else, keep searching out here."
Piers,Male,Playable,"(radio) HQ, three of us are splitting off from the group. Heading further into the building."
Piers,Male,Playable,"One of them’s hatching, sir!"
Chris,Male,Playable,Call it in to HQ!
Piers,Male,Playable,Roger!
Piers,Male,Playable,B.O.W.s neutralized.
Chris,Male,Playable,"Search the rest of the place, but stay on your guard."
Piers,Male,Playable,Captain.
Voice,,Non-Playable,“C-Virus.” That’s what the guerrillas were calling it.
Carla,Female,Non-Playable,Nice to see the cavalry’s here.
Piers,Male,Playable,Who are you?
Carla,Female,Non-Playable,I work here. My name’s Carla: Wong. They held me hostage.
Chris,Male,Playable,C-Virus. That must be what’s creating those J’avo.
Carla,Female,Non-Playable,"Yeah, I heard them saying something about that."
Piers,Male,Playable,What else did you hear?
Carla,Female,Non-Playable,Maybe you could put your guns down first?
Chris,Male,Playable,Not until you give us a reason to.
Carla,Female,Non-Playable,Neo-Umbrella.
Chris,Male,Playable,Neo-Umbrella?
Carla,Female,Non-Playable,The organization supporting the guerrillas. Or at least I think that’s what they were calling themselves.
Piers,Male,Playable,So the C-Virus came from them.
Carla,Female,Non-Playable,That’s all I know.
Chris,Male,Playable,Thank you. We appreciate your cooperation. Finn. You’re in charge of keeping her safe.
Finn,Male,Non-Playable,"Yes, sir!"
Chris,Male,Playable,(whispers to Piers) Keep an eye on her.
Piers,Male,Playable,Will do.
Chris,Male,Playable,We’ve found one of the staff. Returning to the foyer now.
Carla,Female,Non-Playable,Come on. I’ll show you a quick way back to the entrance.
Carla,Female,Non-Playable,There’s a way out on the second floor. I suggest we take it. Your friends are having a hard time.
Finn,Male,Non-Playable,"Ma’am, please, just try to stay out of the way. We can’t advance unless we eliminate these hostiles! It’s too dangerous to advance with these hostiles around! All hostiles eliminated! Let’s move!"
Carla,Female,Non-Playable,This door leads to the warehouse next door. We can get outside through there.
Chris,Male,Playable,"We’re almost out. Just hold it together, people."
Finn,Male,Non-Playable,"Yes, sir."
Piers,Male,Playable,The woman - she’s gone. Finn!
Finn,Male,Non-Playable,(confused) I don’t know what happened. She was here a second ago!
Chris,Male,Playable,Ada!
Carla,Female,Non-Playable,Thanks for the escort. Here’s something to remember me by.
Chris,Male,Playable,"No… No, goddamn it! No! Finn, hang in there! Not like this!"
Finn,Male,Non-Playable,(mouthful) Captain!
Chris,Male,Playable,"Finn! No, goddamn it!"
Piers,Male,Playable,"Captain, we gotta move!"
Piers,Male,Playable,Now! We gotta go!
Piers,Male,Playable,Chris!
Chris,Male,Playable,Piers...
Piers,Male,Playable,Sir?
Chris,Male,Playable,What happened to Ada Wong?
Piers,Male,Playable,You remember! Captain?
Chris,Male,Playable,Where is she?
Piers,Male,Playable,She’s leading Neo-Umbrella. All these terrorists are-
Chris,Male,Playable,Is she in this city or not!
Piers,Male,Playable,"She’s been sighted several times since the attacks began. Yeah, she’s here."
Chris,Male,Playable,Tell the men we’re moving out.
Piers,Male,Playable,"Yes, sir."
Chris,Male,Playable,"(thinking) Damn you to hell, Wong."
Chris,Male,Playable,Shit!
Chris,Male,Playable,(radio) Alpha to HQ! We re engaging a hostile!
Chris,Male,Playable,Piers! Marco! Everyone on me! We’re going after that thing!
Piers,Male,Playable,"You heard the man, people. Let’s move! Go!"
Piers,Male,Playable,"OK, let’s move in, but be careful."
Chris,Male,Playable,Assume battle positions!
Piers,Male,Playable,They’re alive! They went missing six months ago in Edonia.
Piers,Male,Playable,Neo-Umbrella’s after them! Captain!
Chris,Male,Playable,Spread out! (quietly and as if to himself) Take every one of those damned things down.
Radio,,Non-Playable,"Captain, it’s Marco. That’s an armored chopper they’ve brought in."
Radio,,Non-Playable,That rules out conventional arms.
Radio,,Non-Playable,We need to protect those two down there.
Chris,Male,Playable,Forget the chopper for now. Engage the J’avo.
Radio,,Non-Playable,"Captain, Keaton here. I can’t reach those two on the radio. They’re not responding. What should we do?"
Chris,Male,Playable,"We wipe out the hostiles. After that they’re on their own. I’ve never seen a mutation like that before. Reid, uplink a reading to HQ."
Radio,,Non-Playable,"Already on it, sir. Careful! These suckers can really jump!"
Radio,,Non-Playable,Don’t let up! These assholes have killed enough for one day!
Chris,Male,Playable,Cover them! Drop all of those J’avo!
Piers,Male,Playable,(radio) We still got a few left! That’s the last one! The chopper’s pulling back!
Chris,Male,Playable,"That’d be too easy. C’mon, keep moving."
Piers,Male,Playable,"(radio) Captain, we should escort those two outta here. They’ll never survive on their own."
Chris,Male,Playable,We’re moving out. Let’s go!
Radio,,Non-Playable,We’re gonna blow the door. Get ready!
Piers,Male,Playable,The chopper’s back to finish the job!
Piers,Male,Playable,"(radio) HQ, come in! This is Alpha! The chopper is targeting us now!"
Chris,Male,Playable,Everyone! Bring that chopper down and bring it down hard!
Piers,Male,Playable,"Captain, we can’t let them go!"
Chris,Male,Playable,Our mission is to terminate the B.O.W.s.
Piers,Male,Playable,But Neo-Umbrella is after them. Shouldn’t we--
Chris,Male,Playable,"I said, our mission is to terminate the B.O.W.s. I’m going after that B.O.W. Ada’s not getting away with this."
Piers,Male,Playable,"Captain, please, you need to think things through."
Piers,Male,Playable,(radio) Alpha Team to HQ. We’re in pursuit of the target.
Chris,Male,Playable,That’s the target!
Piers,Male,Playable,"Captain, wait! What the hell were you thinking, pulling a kamikaze stunt like that!?"
Chris,Male,Playable,(keen) These are my men. You follow my lead or I’ll find someone who will.
Piers,Male,Playable,Do you even hear yourself?
Chris,Male,Playable,"Fall in line, soldier."
Piers,Male,Playable,You heard the man. Let’s move.
Chris,Male,Playable,Shut up and keep moving!
Chris,Male,Playable,This shit’s in the way! Give me a hand!
Chris,Male,Playable,"Everyone, report in!"
Piers,Male,Playable,(radio) Piers here. I’m on the third floor.
Chris,Male,Playable,"Get a hold of yourself, Marco! Where are you?"
Chris,Male,Playable,Target is on the second floor! You all need to come here - now!
Chris,Male,Playable,Reid! Goddamn it.
Chris,Male,Playable,"Marco, don’t move. Hold your position! Do you hear me? That’s an order!"
Chris,Male,Playable,"OK, we find that piece of shit and we put it down - fast and hard!"
Chris,Male,Playable,Jeff! Poor bastard.
Piers,Male,Playable,Ceiling!
Chris,Male,Playable,About time you showed your ugly face.
Chris,Male,Playable,You killed my men!
Piers,Male,Playable,"I think it went through there, Captain."
Chris,Male,Playable,I’m taking you down! It’s gone. After it!
Piers,Male,Playable,I know that thing is in here. Time to put an end to this.
Chris,Male,Playable,"Die, you sack of shit!"
Chris,Male,Playable,After it!
Piers,Male,Playable,Its hide has toughened up or something! Our weapons aren’t doing anything!
Chris,Male,Playable,Then we have to find something that will!
Piers,Male,Playable,Marco! I need power for this thing!
Marco,Male,Non-Playable,I’m on it!
Piers,Male,Playable,Marco! Are you OK? Marco!
Piers,Male,Playable,Well… at least we got it.
Chris,Male,Playable,But no Ada yet. I’m not gonna rest until we have her head on a stick.
Piers,Male,Playable,This is crazy! It’s not safe in here. We need to pull out! Captain!
Carla,Female,Non-Playable,"Looking for me, boys? Welcome to China."
Chris,Male,Playable,Ada!
Piers,Male,Playable,Wait! We’ve got no choice — we have to kill him! He’d do the same for us.
Piers,Male,Playable,Marco!
Piers,Male,Playable,"Chris, we need to stay calm."
Chris,Male,Playable,After what she’s done to us? How many of our men are dead because of that bitch!
Piers,Male,Playable,"I’m right there with you, Captain, but you’re personal vendetta isn’t gonna get us anywhere. If you hadn’t been blinded by vengeance, we could have prevented some of those deaths."
Chris,Male,Playable,Shut up.
Piers,Male,Playable,Do you even care about our mission anymore?
Chris,Male,Playable,SHUT UP!
Piers,Male,Playable,I feel sorry for all the men that died believing in you.
Piers,Male,Playable,"What happened to the legendary Chris Redfield, huh? What happened to you! It’s a good thing Finn’s not around to see you this way."
Chris,Male,Playable,"I’m going after Ada. (radio) HQ, this is Alpha Leader. I need a location on Ada Wong..."
Piers,Male,Playable,I’m going with you. Someone’s gotta keep an eye on you... whether you want them to or not.
Radio,,Non-Playable,"This is HQ! We’ve got the location for you. Ada Wong has left the city and is heading south for the harbor. HQ to all teams, target Ada Wong has been spotted, heading south for the harbor. We want her alive."
Chris,Male,Playable,"You wanna follow me around, fine. Just make sure you stay out of my way."
Piers,Male,Playable,"As long as you don’t cross the line again, that won’t be a problem. Ada’s just playing with you. When are you gonna realize that?"
Chris,Male,Playable,I’m not stupid enough to fall for her bullshit. You should have a little more faith in your captain.
Chris,Male,Playable,Ada!
Piers,Male,Playable,"Captain, get a hold of yourself! That helo's about to open up on us! We're sitting ducks out here! We need to find cover!"
